         0     gagagaga
         8     atomdat1
 0101  284    1           hydrogen molecule
  251   34359.5  1 10 11  17.25 4.06e+00 x:(singlet sigma,+g) (1s-sigma)
  252   34802.5  1 10 12   6.25 4.28e+00 x:(singlet sigma,+g) (1s-sigma)
  253   35232.4  1 10 13  20.25 4.59e+00 x:(singlet sigma,+g) (1s-sigma)
  254   35636.7  1 10 14   7.25 5.07e+00 x:(singlet sigma,+g) (1s-sigma)
  255   36002.0  1 10 15  23.25 6.20e+00 x:(singlet sigma,+g) (1s-sigma)
  256   32908.0  1 11  0   0.25 3.60e+00 x:(singlet sigma,+g) (1s-sigma)
  257   32958.6  1 11  1   2.25 3.61e+00 x:(singlet sigma,+g) (1s-sigma)
  258   33058.8  1 11  2   1.25 3.64e+00 x:(singlet sigma,+g) (1s-sigma)
  259   33206.8  1 11  3   5.25 3.68e+00 x:(singlet sigma,+g) (1s-sigma)
  260   33399.9  1 11  4   2.25 3.73e+00 x:(singlet sigma,+g) (1s-sigma)
  261   33634.4  1 11  5   8.25 3.80e+00 x:(singlet sigma,+g) (1s-sigma)
  262   33905.6  1 11  6   3.25 3.88e+00 x:(singlet sigma,+g) (1s-sigma)
  263   34208.0  1 11  7  11.25 4.00e+00 x:(singlet sigma,+g) (1s-sigma)
  264   34534.7  1 11  8   4.25 4.14e+00 x:(singlet sigma,+g) (1s-sigma)
  265   34878.2  1 11  9  14.25 4.33e+00 x:(singlet sigma,+g) (1s-sigma)
  266   35229.4  1 11 10   5.25 4.58e+00 x:(singlet sigma,+g) (1s-sigma)
  267   35578.3  1 11 11  17.25 4.98e+00 x:(singlet sigma,+g) (1s-sigma)
  268   35913.7  1 11 12   6.25 5.75e+00 x:(singlet sigma,+g) (1s-sigma)
  269   34384.2  1 12  0   0.25 4.07e+00 x:(singlet sigma,+g) (1s-sigma)
  270   34425.9  1 12  1   2.25 4.09e+00 x:(singlet sigma,+g) (1s-sigma)
  271   34508.3  1 12  2   1.25 4.13e+00 x:(singlet sigma,+g) (1s-sigma)
  272   34629.7  1 12  3   5.25 4.19e+00 x:(singlet sigma,+g) (1s-sigma)
  273   34787.0  1 12  4   2.25 4.27e+00 x:(singlet sigma,+g) (1s-sigma)
  274   34976.6  1 12  5   8.25 4.39e+00 x:(singlet sigma,+g) (1s-sigma)
  275   35193.4  1 12  6   3.25 4.55e+00 x:(singlet sigma,+g) (1s-sigma)
  276   35431.5  1 12  7  11.25 4.79e+00 x:(singlet sigma,+g) (1s-sigma)
  277   35683.8  1 12  8   4.25 5.15e+00 x:(singlet sigma,+g) (1s-sigma)
  278   35942.0  1 12  9  14.25 5.86e+00 x:(singlet sigma,+g) (1s-sigma)
  279   35554.3  1 13  0   0.25 4.94e+00 x:(singlet sigma,+g) (1s-sigma)
  280   35585.9  1 13  1   2.25 4.99e+00 x:(singlet sigma,+g) (1s-sigma)
  281   35648.2  1 13  2   1.25 5.09e+00 x:(singlet sigma,+g) (1s-sigma)
  282   35739.2  1 13  3   5.25 5.26e+00 x:(singlet sigma,+g) (1s-sigma)
  283   35855.8  1 13  4   2.25 5.55e+00 x:(singlet sigma,+g) (1s-sigma)
  284   35994.0  1 13  5   8.25 6.14e+00 x:(singlet sigma,+g) (1s-sigma)
  285    36120.                          n = 1
 0102  443    1           hydrogen molecule ion
    1       0.0  1  0  0   0.50 1.56e+00 h2+ x:(doublet sigma, +g) 1s-si
    2      58.3  1  0  1   4.50 1.56e+00 h2+ x:(doublet sigma, +g) 1s-si
    3     174.6  1  0  2   2.50 1.56e+00 h2+ x:(doublet sigma, +g) 1s-si
    4     348.5  1  0  3  10.50 1.57e+00 h2+ x:(doublet sigma, +g) 1s-si
    5     579.2  1  0  4   4.50 1.58e+00 h2+ x:(doublet sigma, +g) 1s-si
    6     865.7  1  0  5  16.50 1.59e+00 h2+ x:(doublet sigma, +g) 1s-si
    7    1206.7  1  0  6   6.50 1.60e+00 h2+ x:(doublet sigma, +g) 1s-si
    8    1600.9  1  0  7  22.50 1.62e+00 h2+ x:(doublet sigma, +g) 1s-si
